index,followers,connections,time_spent,content_links,media_type,num_hashtags,hashtag_followers,hashtags,reactions,comments,views,content,label
31594,85801.0,500+,1 year ago,"[['https://www.linkedin.com/company/valicom/', 'Valicom'], ['https://www.linkedin.com/feed/hashtag/?keywords=shamelessplug&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168', '#ShamelessPlug'], ['https://lnkd.in/gugRMw4', 'https://lnkd.in/gugRMw4'], ['https://www.linkedin.com/feed/hashtag/?keywords=disability&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168', '#Disability'], ['https://www.linkedin.com/feed/hashtag/?keywords=differentlyabled&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168', '#DifferentlyAbled'], ['https://www.linkedin.com/feed/hashtag/?keywords=jobs&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168', '#Jobs'], ['https://www.linkedin.com/feed/hashtag/?keywords=remotejobs&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168', '#RemoteJobs'], ['https://www.linkedin.com/feed/hashtag/?keywords=remotecareers&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168', '#RemoteCareers'], ['https://www.linkedin.com/feed/hashtag/?keywords=accessibility&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168', '#Accessibility'], ['https://www.linkedin.com/feed/hashtag/?keywords=diversity&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168', '#Diversity'], ['https://www.linkedin.com/feed/hashtag/?keywords=inclusion&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168', '#Inclusion'], ['https://www.linkedin.com/feed/hashtag/?keywords=chantelshares&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168', '#ChantelShares']]",article,10,0,"[['#ShamelessPlug', 'https://www.linkedin.com/feed/hashtag/?keywords=shamelessplug&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168'], ['#Disability', 'https://www.linkedin.com/feed/hashtag/?keywords=disability&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168'], ['#DifferentlyAbled', 'https://www.linkedin.com/feed/hashtag/?keywords=differentlyabled&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168'], ['#Jobs', 'https://www.linkedin.com/feed/hashtag/?keywords=jobs&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168'], ['#RemoteJobs', 'https://www.linkedin.com/feed/hashtag/?keywords=remotejobs&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168'], ['#RemoteCareers', 'https://www.linkedin.com/feed/hashtag/?keywords=remotecareers&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168'], ['#Accessibility', 'https://www.linkedin.com/feed/hashtag/?keywords=accessibility&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168'], ['#Diversity', 'https://www.linkedin.com/feed/hashtag/?keywords=diversity&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168'], ['#Inclusion', 'https://www.linkedin.com/feed/hashtag/?keywords=inclusion&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168'], ['#ChantelShares', 'https://www.linkedin.com/feed/hashtag/?keywords=chantelshares&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6567428841579655168']]",73,11,,"It's BRUTAL finding a job with a disability. I understand the struggle all too well and have been incredibly fortunate to work for an amazing employer who allows my intrapreneurial ventures and remote work structure - check out  Valicom  if you're in corporate IT 😜 #ShamelessPlug Various circumstances cause accessibility challenges requiring talent to work from home... so here's a list of REMOTE POSITIONS! Are you aware of an organization that hires remote employees? Add them into the comments! Cheers! Chantel https://lnkd.in/gugRMw4 #Disability   #DifferentlyAbled   #Jobs   #RemoteJobs   #RemoteCareers   #Accessibility   #Diversity   #Inclusion   #ChantelShares 
 
 
 …see more",Professional Growth
31618,85801.0,500+,1 year ago,"[['https://www.linkedin.com/company/the-new-york-times/', 'The New York Times'], ['https://www.linkedin.com/feed/hashtag/?keywords=noguilt&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6552932838386348032', '#NoGuilt'], ['https://www.linkedin.com/feed/hashtag/?keywords=mentalhealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6552932838386348032', '#MentalHealth'], ['https://www.linkedin.com/feed/hashtag/?keywords=leadership&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6552932838386348032', '#Leadership'], ['https://www.linkedin.com/feed/hashtag/?keywords=happiness&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6552932838386348032', '#Happiness'], ['https://www.linkedin.com/feed/hashtag/?keywords=chantelshares&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6552932838386348032', '#ChantelShares']]",article,5,0,"[['#NoGuilt', 'https://www.linkedin.com/feed/hashtag/?keywords=noguilt&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6552932838386348032'], ['#MentalHealth', 'https://www.linkedin.com/feed/hashtag/?keywords=mentalhealth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6552932838386348032'], ['#Leadership', 'https://www.linkedin.com/feed/hashtag/?keywords=leadership&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6552932838386348032'], ['#Happiness', 'https://www.linkedin.com/feed/hashtag/?keywords=happiness&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6552932838386348032'], ['#ChantelShares', 'https://www.linkedin.com/feed/hashtag/?keywords=chantelshares&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6552932838386348032']]",94,26,,"How many influential business leaders have you seen nix a little bit of fun as a waste of time and energy? This article from  The New York Times  is a refreshing reminder that ""guilty-pleasures"" are good for you. “A guilty pleasure is something that we enjoy, but we know we’re either not supposed to like, or that liking it says something negative about us. That negative thing often ends up being an association with categories of identity we disparage and marginalize in society.  Consider what separates sports and reality TV.  The idea of someone apologizing for watching the NBA finals sounds silly, but the implied apology when someone says, “Ugh, I know ‘The Bachelor is awful but I can’t stop watching it” is normalized."" The Journal of Media Psychology conducted a study proving that playing a video game or watching a movie or television can restore some psychological resources and reduce stress. 🦄✨🦄 Yesterday I indulged in lemon bars, the purchase of a jacket covered in rainbow sequins, wearing my favorite pair of unicorn slippers while watching Dynasty on Netflix.  #NoGuilt 🦄✨🦄 BONUS READ Pleasure Activism: The Politics of Feeling Good #MentalHealth   #Leadership   #Happiness   #ChantelShares 
 
 
 …see more",Educational Resources
31621,85801.0,500+,1 year ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=inclusion&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549322235931430912', '#inclusion'], ['https://www.linkedin.com/feed/hashtag/?keywords=healthcare&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549322235931430912', '#healthcare'], ['https://www.linkedin.com/feed/hashtag/?keywords=chronicillness&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549322235931430912', '#chronicillness'], ['https://www.linkedin.com/feed/hashtag/?keywords=invisibledisability&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549322235931430912', '#invisibledisability'], ['https://www.linkedin.com/feed/hashtag/?keywords=publicspeaker&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549322235931430912', '#publicspeaker'], ['https://www.linkedin.com/feed/hashtag/?keywords=chantelshares&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549322235931430912', '#chantelshares']]",article,6,0,"[['#inclusion', 'https://www.linkedin.com/feed/hashtag/?keywords=inclusion&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549322235931430912'], ['#healthcare', 'https://www.linkedin.com/feed/hashtag/?keywords=healthcare&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549322235931430912'], ['#chronicillness', 'https://www.linkedin.com/feed/hashtag/?keywords=chronicillness&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549322235931430912'], ['#invisibledisability', 'https://www.linkedin.com/feed/hashtag/?keywords=invisibledisability&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549322235931430912'], ['#publicspeaker', 'https://www.linkedin.com/feed/hashtag/?keywords=publicspeaker&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549322235931430912'], ['#chantelshares', 'https://www.linkedin.com/feed/hashtag/?keywords=chantelshares&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6549322235931430912']]",34,7,,"The Medical Billing Advocates of America and CoPatient, claims 75 - 80% of medical bills have some sort of error, which are usually in the care provider's favor. That's why I'm so excited about this bill to push transparency and fair healthcare costs forward. Imagine waking up one morning and you can't see - which is what happened to me when I was running daily, practicing a very healthy lifestyle. In the blink of an eye, I was faced with six digits of medical debt. It could happen to you. Chronic illness doesn't discriminate. Strokes and heart attacks can cause permanent damage and insane medical bills. We can do better than this. Good health shouldn't depend on how much money you have in your wallet. #inclusion   #healthcare   #chronicillness   #invisibledisability   #publicspeaker   #chantelshares 
 
 
 …see more",Others
31626,85801.0,500+,1 year ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=instagram&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920', '#Instagram'], ['https://www.linkedin.com/feed/hashtag/?keywords=facebook&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920', '#Facebook'], ['https://www.linkedin.com/feed/hashtag/?keywords=linkedin&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920', '#LinkedIn'], ['https://www.linkedin.com/feed/hashtag/?keywords=socialmedia&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920', '#SocialMedia'], ['https://www.linkedin.com/feed/hashtag/?keywords=digitalmarketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920', '#DigitalMarketing'], ['https://www.linkedin.com/feed/hashtag/?keywords=sales&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920', '#Sales'], ['https://www.linkedin.com/feed/hashtag/?keywords=marketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920', '#Marketing'], ['https://www.linkedin.com/feed/hashtag/?keywords=inspiration&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920', '#Inspiration'], ['https://www.linkedin.com/feed/hashtag/?keywords=inspire&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920', '#Inspire'], ['https://www.linkedin.com/feed/hashtag/?keywords=chantelshares&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920', '#ChantelShares']]",video,10,0,"[['#Instagram', 'https://www.linkedin.com/feed/hashtag/?keywords=instagram&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920'], ['#Facebook', 'https://www.linkedin.com/feed/hashtag/?keywords=facebook&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920'], ['#LinkedIn', 'https://www.linkedin.com/feed/hashtag/?keywords=linkedin&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920'], ['#SocialMedia', 'https://www.linkedin.com/feed/hashtag/?keywords=socialmedia&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920'], ['#DigitalMarketing', 'https://www.linkedin.com/feed/hashtag/?keywords=digitalmarketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920'], ['#Sales', 'https://www.linkedin.com/feed/hashtag/?keywords=sales&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920'], ['#Marketing', 'https://www.linkedin.com/feed/hashtag/?keywords=marketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920'], ['#Inspiration', 'https://www.linkedin.com/feed/hashtag/?keywords=inspiration&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920'], ['#Inspire', 'https://www.linkedin.com/feed/hashtag/?keywords=inspire&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920'], ['#ChantelShares', 'https://www.linkedin.com/feed/hashtag/?keywords=chantelshares&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545285400011857920']]",958,365,,"Did you know that nearly 80% of what we see on social media isn't even real? #Instagram  is filled with pretend models, posing in front of cars and stacks of cash that aren't theirs. #Facebook  is filled with ads for entrepreneurs with fluffy business models that won't pan out for most. Even on  #LinkedIn  many creators / founders / owners that aren't nearly as successful as they portray - even some with a track record of fraudulent behavior! Now don't worry, nothing is wrong with your device... 😱 I'm just simply not wearing makeup... 😱 Didn't use a filter... 😱 Or any video softening tools. Because you NEED to remind yourself to be cautious of everything you consume on the internet. 👉NEVER compare. 👉Don't envy strangers. 👉Channel those emotions into fuel to propel yourself FORWARD. And ALWAYS make sure to perform a background check on potential business partners. You rock and you're perfect the way you are. #SocialMedia   #DigitalMarketing   #Sales   #Marketing   #Inspiration   #Inspire   #ChantelShares 
 
 
 …see more",Others
31627,85801.0,500+,1 year ago,"[['https://lnkd.in/fcwzViU', 'https://lnkd.in/fcwzViU'], ['https://www.linkedin.com/feed/hashtag/?keywords=neuroscience&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545127417609052160', '#neuroscience'], ['https://www.linkedin.com/feed/hashtag/?keywords=gratitude&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545127417609052160', '#gratitude'], ['https://www.linkedin.com/feed/hashtag/?keywords=happiness&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545127417609052160', '#happiness'], ['https://www.linkedin.com/feed/hashtag/?keywords=personalgrowth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545127417609052160', '#personalgrowth'], ['https://www.linkedin.com/feed/hashtag/?keywords=chantelshares&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545127417609052160', '#chantelshares']]",article,5,0,"[['#neuroscience', 'https://www.linkedin.com/feed/hashtag/?keywords=neuroscience&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545127417609052160'], ['#gratitude', 'https://www.linkedin.com/feed/hashtag/?keywords=gratitude&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545127417609052160'], ['#happiness', 'https://www.linkedin.com/feed/hashtag/?keywords=happiness&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545127417609052160'], ['#personalgrowth', 'https://www.linkedin.com/feed/hashtag/?keywords=personalgrowth&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545127417609052160'], ['#chantelshares', 'https://www.linkedin.com/feed/hashtag/?keywords=chantelshares&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6545127417609052160']]",93,13,,"In case I need to repeat myself 😊 An Attitude of Gratitude = Brain Magic 💥💥💥 https://lnkd.in/fcwzViU #neuroscience   #gratitude   #happiness   #personalgrowth   #chantelshares 
 
 
 …see more",Others
31632,85801.0,500+,1 year ago,"[['https://lnkd.in/gtJSRrT', 'https://lnkd.in/gtJSRrT'], ['https://www.linkedin.com/feed/hashtag/?keywords=linkedintraining&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542109313022988288', '#linkedintraining'], ['https://www.linkedin.com/feed/hashtag/?keywords=linkedintips&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542109313022988288', '#linkedintips'], ['https://www.linkedin.com/feed/hashtag/?keywords=digitalmarketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542109313022988288', '#digitalmarketing'], ['https://www.linkedin.com/feed/hashtag/?keywords=socialmedia&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542109313022988288', '#socialmedia'], ['https://www.linkedin.com/feed/hashtag/?keywords=publicspeaker&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542109313022988288', '#publicspeaker'], ['https://www.linkedin.com/feed/hashtag/?keywords=chantelshares&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542109313022988288', '#chantelshares'], ['https://www.linkedin.com/feed/hashtag/?keywords=keynote&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542109313022988288', '#keynote']]",video,7,0,"[['#linkedintraining', 'https://www.linkedin.com/feed/hashtag/?keywords=linkedintraining&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542109313022988288'], ['#linkedintips', 'https://www.linkedin.com/feed/hashtag/?keywords=linkedintips&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542109313022988288'], ['#digitalmarketing', 'https://www.linkedin.com/feed/hashtag/?keywords=digitalmarketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542109313022988288'], ['#socialmedia', 'https://www.linkedin.com/feed/hashtag/?keywords=socialmedia&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542109313022988288'], ['#publicspeaker', 'https://www.linkedin.com/feed/hashtag/?keywords=publicspeaker&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542109313022988288'], ['#chantelshares', 'https://www.linkedin.com/feed/hashtag/?keywords=chantelshares&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542109313022988288'], ['#keynote', 'https://www.linkedin.com/feed/hashtag/?keywords=keynote&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6542109313022988288']]",207,43,,"One of the keynotes I love giving is my personal success story leveraging LinkedIn! Opportunities are endless when you have a strategy built on VALUE and defined goals. Check out my recent article and let me know the best advice you have been given to master your LinkedIn strategy! https://lnkd.in/gtJSRrT Here's an overview of the tips I cover: 1️⃣ Build Your Brand 2️⃣ Complete Your Profile 3️⃣ Join a Campaign 4️⃣ Connect & Engage 5️⃣ Collaborate! Following these tips will guarantee leads. Shoot me a message if you're interested in an in-person keynote or workshop. Who wants to collaborate?! Let's do this! #linkedintraining   #linkedintips   #digitalmarketing   #socialmedia   #publicspeaker   #chantelshares   #keynote 
 
 
 …see more",Events
31744,45687.0,500+,6 months ago,"[['https://www.linkedin.com/in/ACoAAA6qv_gBw7Ejt7htc-lS7-NKBUrv2Uci5q0', 'String Nguyen'], ['http://www.TheTrustedVoice.co', 'www.TheTrustedVoice.co']]",video,0,0,[],66,133,,"LinkedIn Profile - How to make it better w.  String Nguyen How to make a better LinkedIn profile to better market yourself and stand out. [Update] We're going to edit more profiles next week, so follow and tune in for more Livestream profile updates. Want to market yourself better... head over to www.TheTrustedVoice.co 
 
 
 …see more",Others
31746,45687.0,500+,6 months ago,"[['https://www.linkedin.com/in/ACoAAAQaRmkBBi-m5h47TT5h2TfiFq2UVeXGjko', 'Sophia Lovasz'], ['https://www.linkedin.com/in/ACoAAAC-bz4BLySGjRATL9Jju4BK862E_8JbLbw', 'Anfernee Chansamooth'], ['https://www.linkedin.com/in/ACoAAAmpM-kBq0loYihOZzVtCXUl1ENISkXHZmk', 'Michael Le'], ['https://www.linkedin.com/in/ACoAAAE7QPYB6zIMuG7Ml1pTavXdat86KD1hfDk', 'Suzie'], ['https://www.linkedin.com/in/ACoAAAfO-Q4B8sF8-Q0ijAjixBpBDyggoILd6eU', 'Mark Perrett'], ['https://www.linkedin.com/feed/hashtag/?keywords=stringtheory&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6700561807645396992', '#stringtheory'], ['https://www.linkedin.com/feed/hashtag/?keywords=personalbranding&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6700561807645396992', '#personalbranding'], ['https://www.linkedin.com/feed/hashtag/?keywords=videomarketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6700561807645396992', '#videomarketing'], ['https://www.linkedin.com/feed/hashtag/?keywords=socialmediamarketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6700561807645396992', '#socialmediamarketing'], ['https://www.linkedin.com/feed/hashtag/?keywords=digitalmarketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6700561807645396992', '#digitalmarketing'], ['https://www.linkedin.com/feed/hashtag/?keywords=motivation&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6700561807645396992', '#motivation']]",video,6,0,"[['#stringtheory', 'https://www.linkedin.com/feed/hashtag/?keywords=stringtheory&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6700561807645396992'], ['#personalbranding', 'https://www.linkedin.com/feed/hashtag/?keywords=personalbranding&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6700561807645396992'], ['#videomarketing', 'https://www.linkedin.com/feed/hashtag/?keywords=videomarketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6700561807645396992'], ['#socialmediamarketing', 'https://www.linkedin.com/feed/hashtag/?keywords=socialmediamarketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6700561807645396992'], ['#digitalmarketing', 'https://www.linkedin.com/feed/hashtag/?keywords=digitalmarketing&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6700561807645396992'], ['#motivation', 'https://www.linkedin.com/feed/hashtag/?keywords=motivation&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6700561807645396992']]",17,18,,"It's time to kickstart your video storytelling. Most importantly, it's time to be yourself on video. What's holding you back is... - the fear of critiques - the fear of looking dumb - the fear of being unauthentic. That's why we set up The 5-Day Video Challenge. Last month we had some amazing results from  Sophia Lovasz ,  Anfernee Chansamooth ,  Michael Le ,  Suzie  Isreal and  Mark Perrett . Now, it's your turn. Don't miss out. Gain the confidence to: 🍗 be comfortable on video 🍗 be a better video storyteller 🍗 be yourself on video Link in the comments below The challenge will start on 24 August. #stringtheory  on  #personalbranding   #videomarketing   #socialmediamarketing   #digitalmarketing   #motivation 
 
 
 …see more",Others
32093,66387.0,500+,1 year ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6632800913016918016', '#justQ'], ['https://www.linkedin.com/feed/hashtag/?keywords=entrepreneurship&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6632800913016918016', '#entrepreneurship'], ['https://www.linkedin.com/feed/hashtag/?keywords=business&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6632800913016918016', '#business']]",video,3,0,"[['#justQ', 'https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6632800913016918016'], ['#entrepreneurship', 'https://www.linkedin.com/feed/hashtag/?keywords=entrepreneurship&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6632800913016918016'], ['#business', 'https://www.linkedin.com/feed/hashtag/?keywords=business&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6632800913016918016']]",1584,355,,"I've messed up. Because I haven't shown what it's really like owning a business. Here's ""my"" reality of being an entrepreneur. ✅ I've had two failed businesses. In 2018 my power was turned off multiple times because I wasn't making enough money. Early 2019, I slept on my office floor for 2 months while we got our company off the ground. ✅ My company has grown quickly. And it's been amazing. But 2019 was also a rough year. I skipped pay multiple times.  ✅ I had to walk miles to meetings because I totaled my car and didn't have enough money for Lyft. ✅ I rented out two of my apartment rooms at $500 a month each. It allowed me to live rent free a lot of 2018 while I focused on building my company. ✅ I've been called a 'n***er'. Laughed at during the first pitch event I ever went to. Friends turn into enemies. Fellow creators turn on me.  Don't become an entrepreneur because of what it looks like. This is the worst thing I've ever done in my life.  But it's also the most rewarding thing I have ever done. And I can't imagine doing anything else. I'm a business owner because of the freedom. Because it fuels my curiosity. Because it allows me to empower others. Share this video with someone that needs to see this! 🎥  #justQ  🖖🏾🖤  #entrepreneurship   #business 
 
 
 …see more",Events
32118,66387.0,500+,1 year ago,[],article,0,0,[],292,95,,"I told our business coach to fire us if we didn't meet our sales goal by the end of January.  2019 was our best year but also a rough year. I was sick of feeling like our team was on a hamster wheel. If I’m being honest a part of me didn’t think we would hit it. But we did.  And then a crazy thing happened. We past it. And we're still going. I'm focused AF (as the kids would say 😉) this year & I want to see more people in my networking getting after it as well. In this newsletter I cover: ✅ Sales changes ✅ Epic conversations ✅ How I'm holding myself accountable for my podcast goals ✅ My focus on YouTube #justQ 🖖🏾🖤 #entrepreneurship #business #startups 
 
 
 …see more",Others
32135,66387.0,500+,1 year ago,"[['https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6616397117873360896', '#justQ'], ['https://www.linkedin.com/feed/hashtag/?keywords=business&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6616397117873360896', '#business'], ['https://www.linkedin.com/feed/hashtag/?keywords=entrepreneurship&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6616397117873360896', '#entrepreneurship']]",image,3,0,"[['#justQ', 'https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6616397117873360896'], ['#business', 'https://www.linkedin.com/feed/hashtag/?keywords=business&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6616397117873360896'], ['#entrepreneurship', 'https://www.linkedin.com/feed/hashtag/?keywords=entrepreneurship&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6616397117873360896']]",1117,126,,"2019 was the best & worst year of my life. - I lost my 18 year old brother. - We found our core team of 7 people at UMV that I hope to build upon in 2020. - Started dating my girlfriend. - Signed a contract to be a part of an Amazon Prime docuseries. - I spoke at Inbound 2019. - I launched my new Gaming/eSports podcast: Humans that Game. - Moved into a bigger office. It’s crazy how our years are just condensed into lists. 365 days turned into a few bullet points. Just want to say thank you to every human (and animal) that’s been there for me. I wouldn’t be able to do the things that I do without you. Thank you. #justQ  🖖🏽🖤  #business   #entrepreneurship 
 
 
 …see more",Interactive Promotions
32137,66387.0,500+,1 year ago,"[['https://www.linkedin.com/in/ACoAAAFHhXoBR5DyUcRFnqGX4ZQzJTtZu-SkV00', 'Cory Savage'], ['https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6613234924612792320', '#justQ'], ['https://www.linkedin.com/feed/hashtag/?keywords=business&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6613234924612792320', '#business'], ['https://www.linkedin.com/feed/hashtag/?keywords=entrepreneurship&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6613234924612792320', '#entrepreneurship']]",video,3,0,"[['#justQ', 'https://www.linkedin.com/feed/hashtag/?keywords=justq&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6613234924612792320'], ['#business', 'https://www.linkedin.com/feed/hashtag/?keywords=business&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6613234924612792320'], ['#entrepreneurship', 'https://www.linkedin.com/feed/hashtag/?keywords=entrepreneurship&highlightedUpdateUrns=urn%3Ali%3Aactivity%3A6613234924612792320']]",958,166,,"I want to be honest with you. 👇🏽 I quit my full time job when I was 22 to start my first company. I had no plan. And I guess long term that worked out for me.  But where I wish I could go back and reframe my thinking is this: I thought it was wrong to build something on the side.  I thought I would lose respect if I took a part-time job (even though I was struggling to keep the lights on). I looked down on people that didn’t jump all in. Which was SO naive of me.  I thought building a business was easy. Because the people I followed kind of made it look easy. One of the things I struggle with most as a creator & entrepreneur is showing the reality. I don’t show: ✅ The boring stuff. ✅ Us getting ripped apart by our business coach every week 😅😭. ✅ How much work actually goes into this. ✅ The many mistakes we make.  ✅ And I could go on and on. Thank you  Cory Savage  for prompting this thought. And thank you i.c stars for asking me to do the commencement speech this year.  2020 I want to spend more time talking about (and showing) the stuff that many of us tend to avoid. What do you wish you knew when you first started? #justQ  🖖🏽🖤  #business   #entrepreneurship 
 
 
 …see more",Others
